,username,count
10,Dota_eSports,7
119,twt_dota,6
32,NomadJoel,2
118,tom_akmal,2
61,apartment_2f,2
0,AfqDzkfl,2
125,yoo_game_r,2
3,Archyes_Dota,2
110,ryu_aulia,2
91,iqbalmmgiqbal,1
