,username,count
47,Wengers_Dota,11
87,twt_dota,9
16,Dota_eSports,7
15,Dota_Ranker,4
85,sren_laursrn,2
29,KZeag,2
59,donatofi,2
89,vodmovie,2
5,Askfar,2
50,akramxk,2
