,username,count
37,heyitsarsyad,4
54,twt_dota,3
4,Bearhuggerus,3
20,Nerfnow,2
41,markokruse85,1
31,brentnallbot,1
32,cristitudora,1
33,cyhawk11789,1
34,dril_dota,1
35,fadzlykhasimi,1
