,username,count
15,Dota_eSports,9
83,ggnetworktv,3
107,ptarai,3
109,roguerhoi,2
9,BenitoTrevis,2
52,TitusWachter,2
13,DOTA2_Hub,2
10,BettyArnold88,2
92,julyank7pd1,2
117,twt_dota,2
